activityDate,002024.SZ,000625.SZ,000725.SZ,002236.SZ,300327.SZ,002635.SZ,300296.SZ,002508.SZ,002138.SZ,300207.SZ,002572.SZ,002106.SZ,000703.SZ,002202.SZ,002353.SZ,000050.SZ,300136.SZ,002463.SZ,000338.SZ,000538.SZ,002563.SZ,000513.SZ,000988.SZ,002313.SZ,300236.SZ,002465.SZ,002518.SZ,300124.SZ,002284.SZ,300316.SZ,002152.SZ,002063.SZ,002055.SZ,000069.SZ,000100.SZ,002340.SZ,002482.SZ,002444.SZ,000063.SZ,002191.SZ,002690.SZ,300073.SZ,002244.SZ,002317.SZ,002385.SZ,002466.SZ,002084.SZ,002396.SZ,000525.SZ,002594.SZ,002438.SZ,002108.SZ,000786.SZ,300005.SZ,000521.SZ,002540.SZ,300199.SZ,601238.SH,300188.SZ,000938.SZ,002206.SZ,002153.SZ,000089.SZ,002436.SZ,002182.SZ,002035.SZ,002414.SZ,002705.SZ,002402.SZ,300072.SZ,300196.SZ,002179.SZ,002228.SZ,002589.SZ,002672.SZ,300055.SZ,000039.SZ,000861.SZ,002637.SZ,002573.SZ,000681.SZ,002180.SZ,002249.SZ,000970.SZ,300172.SZ,002133.SZ,000333.SZ,002410.SZ,002595.SZ,002216.SZ,002548.SZ,002587.SZ,002439.SZ,002398.SZ,000830.SZ,002254.SZ,000061.SZ,300414.SZ,002583.SZ,000417.SZ,002030.SZ,002372.SZ,000802.SZ,002376.SZ,002367.SZ,002419.SZ,000898.SZ,002322.SZ,002183.SZ,002250.SZ,002090.SZ,002285.SZ,002268.SZ,000026.SZ,002484.SZ,300415.SZ,002334.SZ,002081.SZ,002503.SZ,300383.SZ,002727.SZ,000568.SZ,000402.SZ,002341.SZ,300144.SZ,300258.SZ,002311.SZ,002256.SZ,000718.SZ,002493.SZ,002229.SZ,300004.SZ,000418.SZ,000425.SZ,002139.SZ,002245.SZ,000932.SZ,002556.SZ,002533.SZ,300366.SZ,000999.SZ,002511.SZ,002243.SZ,300016.SZ,300049.SZ,300389.SZ,002253.SZ,000969.SZ,002544.SZ,002169.SZ,300297.SZ,002519.SZ,300177.SZ,002051.SZ,002375.SZ,300037.SZ,000963.SZ,300115.SZ,300498.SZ,000156.SZ,002324.SZ,300219.SZ,002522.SZ,002570.SZ,002028.SZ,002391.SZ,600887.SH,002293.SZ,300363.SZ,002440.SZ,002304.SZ,300335.SZ,300218.SZ,002158.SZ,000928.SZ,002279.SZ,002140.SZ,002383.SZ,002308.SZ,002531.SZ,000530.SZ,002056.SZ,002043.SZ,300064.SZ,000811.SZ,000968.SZ,300205.SZ,300178.SZ,002318.SZ,002368.SZ,002539.SZ,002292.SZ,300271.SZ,000825.SZ,300034.SZ,002194.SZ,300101.SZ,000951.SZ,300324.SZ,002488.SZ,002611.SZ,002686.SZ,002642.SZ,002713.SZ,300365.SZ,002013.SZ,002601.SZ,000863.SZ,300450.SZ,002344.SZ,300230.SZ,002299.SZ,000997.SZ,300012.SZ,002095.SZ,002091.SZ,002428.SZ,002156.SZ,300197.SZ,002165.SZ,002092.SZ,002009.SZ,300223.SZ,002677.SZ,300484.SZ,002429.SZ,002415.SZ,002350.SZ,002008.SZ,002681.SZ,002142.SZ,300568.SZ,300065.SZ,002404.SZ,000858.SZ,300142.SZ,000729.SZ,002421.SZ,300616.SZ,002074.SZ,000768.SZ,002242.SZ,300036.SZ,300007.SZ,300096.SZ,000046.SZ,000090.SZ,300459.SZ,002171.SZ,002176.SZ,002362.SZ,300457.SZ,002559.SZ,300352.SZ,300433.SZ,002277.SZ,002590.SZ,002623.SZ,000524.SZ,300298.SZ,002408.SZ,000960.SZ,002186.SZ,002541.SZ,601139.SH,002121.SZ,002649.SZ,002073.SZ,002326.SZ,000598.SZ,300011.SZ,002698.SZ,002261.SZ,002258.SZ,000021.SZ,002612.SZ,002033.SZ,002666.SZ,000042.SZ,002567.SZ,300054.SZ,002332.SZ,002475.SZ,002045.SZ,002273.SZ,002184.SZ,603766.SH,002562.SZ,300009.SZ,000860.SZ,300307.SZ,002426.SZ,002458.SZ,002019.SZ,002430.SZ,300134.SZ,002380.SZ,002510.SZ,002291.SZ,000917.SZ,601098.SH,300206.SZ,300145.SZ,300129.SZ,002361.SZ,300245.SZ,300358.SZ,002706.SZ,002678.SZ,002078.SZ,000099.SZ,000869.SZ,300286.SZ,002527.SZ,002052.SZ,002397.SZ,002080.SZ,300183.SZ,300020.SZ,300403.SZ,002151.SZ,002234.SZ,002178.SZ,002640.SZ,300077.SZ,300226.SZ,002650.SZ,300340.SZ,002756.SZ,002006.SZ,000801.SZ,002312.SZ,000926.SZ,002658.SZ,002609.SZ,000656.SZ,000826.SZ,002568.SZ,002577.SZ,002449.SZ,002399.SZ,300470.SZ,002124.SZ,300078.SZ,300147.SZ,300266.SZ,000776.SZ,300367.SZ,002331.SZ,002792.SZ,300318.SZ,002507.SZ,300292.SZ,002325.SZ,000411.SZ,002296.SZ,002413.SZ,300416.SZ,002050.SZ,000616.SZ,300067.SZ,000800.SZ,000759.SZ,300400.SZ,002022.SZ,002431.SZ,300320.SZ,300408.SZ,002456.SZ,000983.SZ,000550.SZ,002663.SZ,002546.SZ,002535.SZ,002187.SZ,300303.SZ,002315.SZ,002294.SZ,000708.SZ,601186.SH,300425.SZ,002146.SZ,300084.SZ,300284.SZ,002126.SZ,002557.SZ,002614.SZ,300048.SZ,002751.SZ,000933.SZ,000060.SZ,000876.SZ,002489.SZ,002154.SZ,000558.SZ,000709.SZ,002065.SZ,002100.SZ,002123.SZ,300128.SZ,002026.SZ,002298.SZ,300376.SZ,300039.SZ,002060.SZ,002532.SZ,002162.SZ,002089.SZ,000903.SZ,000523.SZ,300487.SZ,002620.SZ,000878.SZ,002831.SZ,002327.SZ,300224.SZ,300043.SZ,002111.SZ,300232.SZ,300293.SZ,300336.SZ,002736.SZ,002116.SZ,002349.SZ,002105.SZ,002543.SZ,002585.SZ,002450.SZ,002281.SZ,002389.SZ,300113.SZ,002348.SZ,002586.SZ,002709.SZ,002144.SZ,300085.SZ,002387.SZ,300263.SZ,002276.SZ,002336.SZ,300241.SZ,002137.SZ,300217.SZ,300088.SZ,002554.SZ,300131.SZ,002551.SZ,002701.SZ,002355.SZ,002131.SZ,000049.SZ,300287.SZ,300302.SZ,002626.SZ,002266.SZ,300259.SZ,300380.SZ,300010.SZ,002125.SZ,000685.SZ,002115.SZ,000810.SZ,002167.SZ,300244.SZ,300477.SZ,300181.SZ,002218.SZ,000998.SZ,002669.SZ,300353.SZ,300349.SZ,002422.SZ,600975.SH,002364.SZ,002241.SZ,000823.SZ,300015.SZ,002351.SZ,300633.SZ,002303.SZ,002441.SZ,002117.SZ,002093.SZ,300221.SZ,300179.SZ,002149.SZ,300474.SZ,002717.SZ,002497.SZ,002582.SZ,002616.SZ,000536.SZ,000516.SZ,002301.SZ,002061.SZ,300289.SZ,002403.SZ,000727.SZ,002714.SZ,002641.SZ,002654.SZ,002390.SZ,002407.SZ,002781.SZ,000852.SZ,300155.SZ,002305.SZ,300267.SZ,002382.SZ,300165.SZ,300187.SZ,002749.SZ,002632.SZ,002483.SZ,000592.SZ,002309.SZ,300512.SZ,000541.SZ,000758.SZ,300282.SZ,000831.SZ,000501.SZ,002718.SZ,300300.SZ,002747.SZ,300117.SZ,002469.SZ,002038.SZ,300018.SZ,002271.SZ,000528.SZ,300264.SZ,002624.SZ,300351.SZ,300182.SZ,000031.SZ,002170.SZ,002384.SZ,300339.SZ,002615.SZ,300273.SZ,300061.SZ,000065.SZ,300166.SZ,002190.SZ,002275.SZ,300323.SZ,002230.SZ,002521.SZ,002053.SZ,002689.SZ,002369.SZ,300200.SZ,000851.SZ,300139.SZ,002195.SZ,002192.SZ,002378.SZ,002048.SZ,002130.SZ,000700.SZ,002657.SZ,002702.SZ,002280.SZ,002472.SZ,000829.SZ,300364.SZ,002135.SZ,000807.SZ,600894.SH,002603.SZ,002070.SZ,002448.SZ,300330.SZ,002424.SZ,300281.SZ,000430.SZ,600355.SH,002099.SZ,000555.SZ,002433.SZ,300269.SZ,002177.SZ,300022.SZ,002371.SZ,300019.SZ,000895.SZ,300083.SZ,002335.SZ,000055.SZ,300002.SZ,002157.SZ,300362.SZ,002427.SZ,002004.SZ,002496.SZ,000488.SZ,002282.SZ,300215.SZ,000728.SZ
2013-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-10,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-15,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
2013-10-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,
2013-10-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-10-24,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
2013-10-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,1.0,,1.0,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
